MOLREGNO,SMILES,MOST_ACIDIC,MOST_BASIC,TRADE_NAME,CHARGE_STATE,Name,CX_Acidic_1,CX_Acidic_2,CX_Basic_1,CX_Basic_2,Delta Acidic,Delta Basic,N_Count,O_Count,Organic
431376,CN(C)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@]3(OC(=O)C)C(=O)C)[C@@H]4CCC5=CC(=O)CCC5=C24,,5.49,ELLA,Neutral,431376,,,,,,,1.0,4.0,True
433015,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,2.13,8.27,EUTHROID-0.5,Charged,433015,0.3,,9.48,,1.83,-1.21,1.0,4.0,True
435293,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c3cccc(O)c3,3.39,7.98,ENTEREG,Charged,435293,3.71,,10.66,,-0.32,-2.68,2.0,4.0,True
437211,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,,4.77,CERNEVIT-12,Neutral,437211,,,,,,,4.0,1.0,True
438435,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4c5cccnc5)[C@@H]3CC=C2C1,,5.31,ZYTIGA,Neutral,438435,,,,,,,1.0,2.0,True
439720,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)COC(=O)CCC5CCCC5)[C@@]4(C)C[C@H](O)[C@H]23,12.33,,CORTEF,Neutral,439720,,,,,,,0.0,6.0,True
441571,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(=CCC1=C(C)C(=O)c2ccccc2C1=O)C,,,AQUAMEPHYTON,Neutral,441571,,,,,,,0.0,2.0,True
442013,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,4.76,,ACTIGALL,Charged,442013,4.6,,,,0.16,,0.0,4.0,True
443255,Br.COc1ccc2CN(C)CC[C@@]34C=C[C@H](O)C[C@@H]3Oc1c24,13.93,7.92,GALANTAMINE HYDROBROMIDE,Neutral,443255,,,8.91,,,-0.99,1.0,3.0,True
443348,OC[C@H](O)[C@H]1OC(=O)C(=C1O)O,4.09,,ASCORBIC ACID; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM ASCORBATE; SODIUM CHLORIDE; SODIUM SULFATE,Charged,443348,4.36,,,,-0.27,,0.0,6.0,True
444077,Cl.NCCc1ccc(O)c(O)c1,9.39,10.11,DOPAMINE HYDROCHLORIDE,Charged,444077,,,9.27,,,0.84,1.0,2.0,True
444191,Cl.COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,,6.52,MINIPRESS,Neutral,444191,,,7.24,,,-0.72,5.0,4.0,True
444419,O[N+](=O)[O-].Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,,6.65,M-ZOLE 3 COMBINATION PACK,Neutral,444419,,,,,,,3.0,4.0,True
444750,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,3.59,,CAPOTEN,Charged,444750,4.02,,,,-0.43,,1.0,3.0,True
445395,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,,9.98,ATNAA,Charged,445395,,,9.39,,,0.59,1.0,3.0,True
445681,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,13.68,6.49,GLYSET,Neutral,445681,,,7.6,,,-1.11,1.0,5.0,True
446279,Cl.COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C,7.39,8.68,CERUBIDINE,Charged,446279,,,9.17,,,-0.49,1.0,10.0,True
446313,C[C@@H](O)[C@@H](NC(=O)[C@@H](C)[C@H](O)[C@@H](C)NC(=O)[C@H](NC(=O)c1nc(nc(N)c1C)[C@H](CC(=O)N)NC[C@H](N)C(=O)N)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O)[C@H](OC(=O)N)[C@@H]3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6ncc(s6)C(=O)NCCC[S+](C)C.OS(=O)(=O)[O-],,,BLENOXANE,Neutral,446313,,,7.65,,,,17.0,25.0,True
447448,Cl.CN1CCC(CC1)OC(c2ccccc2)c3ccccc3,,,HISPRIL,Neutral,447448,,,8.87,,,,1.0,1.0,True
448986,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]4C=C(CO)[C@@H](O)[C@H](O)[C@H]4O,12.02,6.06,ACARBOSE,Neutral,448986,,,7.03,,,-0.97,1.0,18.0,True
450864,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2/C(=O)Nc3ccc(F)cc23)c1C.O[C@@H](CC(=O)O)C(=O)O,11.7,9.09,SUTENT,Charged,450864,,,9.04,,,0.05,4.0,7.0,True
452635,Cl.NC12CC3CC(CC(C3)C1)C2,,10.76,AMANTADINE HYDROCHLORIDE,Charged,452635,,,10.71,,,0.05,1.0,0.0,True
453121,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2,,,TESLAC,Neutral,453121,,,,,,,0.0,3.0,True
453532,CC(C)(N)Cc1ccccc1,,9.94,IONAMIN,Charged,453532,,,10.25,,,-0.31,1.0,0.0,True
453538,NC(=O)OC1(CCCCC1)C#C,13.4,,VALMID,Neutral,453538,,,,,,,1.0,2.0,True
453564,CN1C(CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N,9.29,,AQUATENSEN,Neutral,453564,,,,,,,3.0,4.0,True
453573,[Br-].CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,,,ANISOTROPINE METHYLBROMIDE,Neutral,453573,,,,,,,1.0,2.0,True
453578,OC[C@H]1O[C@H](C[C@@H]1O)n2cnc3[C@H](O)CNC=Nc23,12.68,8.08,NIPENT,Charged,453578,,,8.33,,,-0.25,4.0,4.0,True
453721,CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCC(CCO)CC4)c2c1,,9.2,QUIDE,Charged,453721,,,8.21,,,0.99,2.0,2.0,True
453722,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,,,VERCYTE,Neutral,453722,,,,,,,2.0,2.0,True
453832,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N,9.3,,MINIZIDE,Neutral,453832,,,,,,,3.0,4.0,True
454070,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC2CCCCC2,4.32,,ACETOHEXAMIDE,Charged,454070,4.31,,,,0.01,,2.0,4.0,True
454250,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,4.3,,CERNEVIT-12,Charged,454250,4.35,,,,-0.05,,1.0,5.0,True
454382,OCC(S)CS,9.0,,BAL,Neutral,454382,,,,,,,0.0,1.0,True
454576,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C2=O)C(=O)O,3.12,7.37,ANSPOR,Charged,454576,3.46,,7.6,,-0.34,-0.23,3.0,4.0,True
454578,Nc1nc(cs1)C(=CCC(=O)O)C(=O)N[C@H]2[C@H]3SCC=C(N3C2=O)C(=O)O,2.99,3.75,CEDAX,Charged,454578,2.99,3.68,,,0.0,,4.0,6.0,True
455284,Cl.CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)cccc4[C@@]3(C)O,4.5,11.02,ACHROMYCIN,Charged,455284,2.92,,8.19,,1.58,2.83,2.0,8.0,True
456266,Cl.CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,8.92,7.65,HYCAMTIN,Neutral,456266,,,9.83,,,-2.18,3.0,5.0,True
457400,CC1=NN(C(=O)/C/1=NNc2cccc(c2O)c3cccc(c3)C(=O)O)c4ccc(C)c(C)c4.NCCO,,,PROMACTA,Neutral,457400,3.99,,,,,,5.0,5.0,True
458912,[Na+].[O-]C1=NC(=O)C(N1)(c2ccccc2)c3ccccc3,8.28,,DILANTIN,Neutral,458912,5.86,,,,2.42,,2.0,2.0,True
460092,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(c2)c3ccccn3)c(Cl)c1,10.72,3.73,ERIVEDGE,Neutral,460092,,,,,,,2.0,3.0,True
460466,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(=C(N2C1=O)C(=O)O)S[C@@H]3CN[C@H](CNS(=O)(=O)N)C3,4.27,9.42,DORIBAX,Charged,460466,3.54,,9.51,,0.73,-0.09,4.0,6.0,True
462435,Cl.COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,7.35,8.68,ADRIAMYCIN PFS,Charged,462435,,,9.93,,,-1.25,1.0,11.0,True
465356,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](C)O3)[C@@H](C)O2)O[C@H]5CC[C@@]6(C)[C@H](CC[C@@H]7[C@@H]6C[C@@H](O)[C@]8(C)[C@H](CC[C@]78O)C9=CC(=O)OC9)C5,12.89,,CEDILANID-D,Neutral,465356,,,,,,,0.0,19.0,True
466038,Cl.CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,9.43,7.88,APOKYN,Neutral,466038,,,7.8,,,0.08,1.0,2.0,True
466768,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)C)c5c(nc6cc(C)ccn56)c4c3C2=O,8.06,4.42,XIFAXAN,Neutral,466768,6.01,,,,2.05,,3.0,11.0,True
466810,[Na+].Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](OC=O)c4ccccc4)C3=O)C(=O)[O-],2.62,0.67,MANDOL,Charged,466810,3.3,,,,-0.68,,6.0,6.0,True
467361,Nc1nc(Cl)nc2c1ncn2[C@H]3C[C@H](O)[C@@H](CO)O3,13.75,1.25,CLADRIBINE,Neutral,467361,,,,,,,5.0,3.0,True
468199,Cl.CN(C)CCOC(c1ccccc1)c2ccccc2,,8.76,ADVIL PM,Charged,468199,,,8.87,,,-0.11,1.0,1.0,True
468656,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1,13.0,8.07,INVEGA,Charged,468656,,,8.76,,,-0.69,4.0,3.0,True
469217,NC1=NC(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2N1,3.48,,BEROCCA PN,Charged,469217,3.37,4.17,,,0.11,,7.0,6.0,True
469732,COc1ccc(C(=O)c2ccccc2)c(O)c1,7.56,,SHADE UVAGUARD,Neutral,469732,,,,,,,0.0,3.0,True
470800,[K+].CN1C(=O)C(=C(N=C1C(C)(C)NC(=O)c2oc(C)nn2)C(=O)NCc3ccc(F)cc3)[O-],4.5,0.42,ISENTRESS,Charged,470800,,,,,,,6.0,5.0,True
474532,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.Clc1ccc(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)Nc2ccc(Cl)cc2)cc1,,11.51,AVAGARD,Charged,474532,,,10.52,9.92,,0.99,10.0,7.0,True
476314,Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,9.43,5.62,CAMOQUIN HYDROCHLORIDE,Neutral,476314,,,10.23,,,-4.61,3.0,1.0,True
478059,[Na+].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3cccs3)C2=O)C(=O)[O-],2.68,,CEPHALOTHIN,Charged,478059,3.63,,,,-0.95,,2.0,6.0,True
479129,CN1CCC(=C2c3ccccc3CC(=O)c4sccc24)CC1.OC(=O)C=CC(=O)O,,8.84,ALAWAY,Charged,479129,,,7.15,,,1.69,1.0,5.0,True
480382,Cl.NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,11.65,4.26,GEMCITABINE HYDROCHLORIDE,Neutral,480382,,,,,,,3.0,4.0,True
482031,[Na+].[Na+].[Na+].[Na+].Cc1cc(ccc1N=Nc2c(O)c3c(N)cc(cc3cc2S(=O)(=O)[O-])S(=O)(=O)[O-])c4ccc(N=Nc5c(O)c6c(N)cc(cc6cc5S(=O)(=O)[O-])S(=O)(=O)[O-])c(C)c4,-1.53,2.39,MEMBRANEBLUE,Charged,482031,-4.15,-3.59,,,2.62,,6.0,14.0,True
485100,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1.CS(=O)(=O)O,13.28,7.55,GLEEVEC,Neutral,485100,,,8.27,,,-0.72,7.0,4.0,True
485738,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,12.95,0.21,COPEGUS,Neutral,485738,,,,,,,4.0,5.0,True
485902,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,3.12,7.17,CEFADROXIL,Charged,485902,3.45,,7.43,,-0.33,-0.26,3.0,5.0,True
486421,[Na+].CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c5ccc6ccccc6c15,1.68,4.57,IC-GREEN,Charged,486421,-0.94,-0.31,,,2.62,,2.0,6.0,True
486789,COC(=O)C1=C(C)NC(=C(C1c2cccc3nonc23)C(=O)OC(C)C)C,,2.56,DYNACIRC,Neutral,486789,,,,,,,3.0,5.0,True
487711,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,12.32,,CORTISONE ACETATE,Neutral,487711,,,,,,,0.0,6.0,True
487777,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)CO,12.97,,DECADRON-LA,Neutral,487777,,,,,,,0.0,6.0,True
490427,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1.OS(=O)(=O)O,11.1,7.9,MARQIBO KIT,Neutral,490427,,,8.66,8.02,,-0.76,4.0,14.0,True
490981,CN(C)CCC(c1ccccc1)c2ccccn2.OC(=O)C=C/C(=O)O,,,NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE,Neutral,490981,,,9.48,,,,2.0,4.0,True
494233,OC[C@H]1O[C@@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O,11.48,,FLUDEOXYGLUCOSE F 18,Neutral,494233,,,,,,,0.0,5.0,True
494630,[Na+].OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)[O-],1.41,5.07,ACTONEL,Charged,494630,0.68,1.44,,,0.73,,1.0,7.0,True
495572,CCOC(=O)c1ccc(nc1)C#Cc2ccc3SCCC(C)(C)c3c2,,0.04,AVAGE,Neutral,495572,,,,,,,1.0,2.0,True
496910,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2.OC(=O)C=C/C(=O)O,,9.33,ADVIL ALLERGY AND CONGESTION RELIEF,Charged,496910,,,9.47,,,-0.14,2.0,4.0,True
497231,CCON=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)Sc3nc(cs3)c4cc[n+](C)cc4)c5nsc(NP(=O)(O)O)n5.CC(=O)[O-],1.78,,TEFLARO,Charged,497231,1.8,2.85,,,-0.02,,8.0,10.0,True
497291,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)C)c(C=NN5CCN(CC5)C6CCCC6)c(O)c4c3C2=O,4.97,7.67,PRIFTIN,Charged,497291,,,7.98,,,-0.31,4.0,12.0,True
498105,FC(F)(F)C(F)(F)C(F)(F)F,,,DEFINITY,Neutral,498105,,,,,,,0.0,0.0,False
501035,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc1OC.OC(=O)C=CC(=O)O,12.54,9.78,AMTURNIDE,Charged,501035,,,9.57,,,0.21,3.0,10.0,True
503213,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C=Cc6cc(OC)c(OC)c(OC)c6,,7.26,CINNASIL,Neutral,503213,,,7.3,,,-0.04,2.0,9.0,True
503697,Cl.CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,10.47,ARALEN HYDROCHLORIDE,Charged,503697,,,10.32,7.29,,0.15,3.0,0.0,True
504310,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,,,LYSODREN,Neutral,504310,,,,,,,0.0,0.0,False
505776,Cl.CC(C)NCC(O)COc1cccc2ccccc12,13.84,9.5,INDERAL,Charged,505776,,,9.67,,,-0.17,1.0,2.0,True
506444,CON=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C)C=C/c3scnc3C)c4csc(N)n4,8.08,3.3,SPECTRACEF,Neutral,506444,,,,,,,6.0,7.0,True
508441,CCCCCCCCCCCCCCCC(=O)OCC=C(/C)C=CC=C(/C)C=CC1=C(C)CCCC1(C)C,,,AFAXIN,Neutral,508441,,,,,,,0.0,2.0,True
508532,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5occc5)C(=O)SCF,12.52,,BREO ELLIPTA,Neutral,508532,,,,,,,0.0,6.0,True
508604,Cl.Nc1c2CCCCc2nc3ccccc13,,9.64,COGNEX,Charged,508604,,,8.95,,,0.69,2.0,0.0,True
508667,Cl.COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,,8.84,ARICEPT,Charged,508667,,,8.62,,,0.22,1.0,3.0,True
513206,O[C@@H]1COC(O)[C@H](O)[C@H]1O,12.27,,XYLO-PFAN,Neutral,513206,,,,,,,0.0,5.0,True
513323,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,13.14,,SORBITOL 3% IN PLASTIC CONTAINER,Neutral,513323,,,,,,,0.0,6.0,True
515027,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)CO,12.98,,HYDROCORTISONE BUTYRATE,Neutral,515027,,,,,,,0.0,6.0,True
515239,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,8.63,,CORZIDE,Neutral,515239,,,,,,,3.0,4.0,True
518361,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc13)[C@@H]2N,10.06,10.55,DALGAN,Charged,518361,,,9.67,,,0.88,1.0,1.0,True
522483,[Cl-].COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)N(C)CCc6cc5OC)c4,8.82,7.68,TUBOCURARINE CHLORIDE,Neutral,522483,,,8.05,,,-0.37,2.0,6.0,True
524710,Cl.C(C1=NCCN1)c2ccccc2,,,PRISCOLINE,Neutral,524710,,,10.25,,,,2.0,0.0,True
529987,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OS(=O)(=O)O,,,HYDROXYCHLOROQUINE SULFATE,Neutral,529987,,,9.76,7.28,,,3.0,5.0,True
543171,Cl.OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F,12.81,9.24,LARIAM,Charged,543171,,,9.46,,,-0.22,2.0,1.0,True
543228,Cl.CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,13.89,9.43,BETAXOLOL HYDROCHLORIDE,Charged,543228,,,9.67,,,-0.24,1.0,3.0,True
543263,Cl.NNc1nncc2ccccc12,,6.25,APRESAZIDE,Neutral,543263,,,,,,,4.0,0.0,True
543306,Cl.CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,12.21,8.71,GILENYA,Charged,543306,,,9.38,,,-0.67,1.0,2.0,True
543658,Cl.CN(C)CCCN1c2ccccc2CCc3ccccc13,,9.49,IMIPRAMINE HYDROCHLORIDE,Charged,543658,,,9.2,,,0.29,2.0,0.0,True
543703,Cl.CCN(CC)C(C)C(=O)c1ccccc1,,8.49,DIETHYLPROPION HYDROCHLORIDE,Charged,543703,,,7.44,,,1.05,1.0,1.0,True
544432,Cl.CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O,3.73,5.27,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,Charged,544432,3.53,,,,0.2,,2.0,5.0,True
544765,Cl.Cc1ccsc1C(=CCCN2CCC[C@H](C2)C(=O)O)c3sccc3C,3.86,9.62,GABITRIL,Charged,544765,4.14,,9.26,,-0.28,0.36,1.0,2.0,True
545075,Cl.CNCCCN1c2ccccc2CCc3ccccc13,,10.4,DESIPRAMINE HYDROCHLORIDE,Charged,545075,,,10.02,,,0.38,2.0,0.0,True
545509,Cl.COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,,8.94,CARDIZEM,Charged,545509,,,8.18,,,0.76,2.0,4.0,True
545956,Cl.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,,7.16,BUPROPION HYDROCHLORIDE,Neutral,545956,,,8.22,,,-1.06,1.0,1.0,True
545974,Cl.CC12CC3CC(C)(C1)CC(N)(C3)C2,,10.79,MEMANTINE,Charged,545974,,,10.7,,,0.09,1.0,0.0,True
546564,Cl.CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,8.28,9.31,BETAPACE,Charged,546564,,,9.43,,,-0.12,2.0,3.0,True
547402,Cl.CCOC(=O)C1(CCN(C)CC1)c2ccccc2,,7.84,ATROPINE AND DEMEROL,Neutral,547402,,,8.16,,,-0.32,1.0,2.0,True
547576,Cl.CNCC[C@@H](Oc1ccccc1C)c2ccccc2,,10.15,ATOMOXETINE HYDROCHLORIDE,Charged,547576,,,9.8,,,0.35,1.0,1.0,True
547681,Cl.CN(C)C(=N)N=C(N)N,,12.25,ACTOPLUS MET,Charged,547681,,,12.3,,,-0.05,5.0,0.0,True
547764,Cl.CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,3.37,10.67,AGGRASTAT,Charged,547764,3.17,,10.21,,0.2,0.46,2.0,5.0,True
547836,Cl.CCCN[C@H]1CCc2nc(N)sc2C1,,9.47,MIRAPEX,Charged,547836,,,10.31,,,-0.84,3.0,0.0,True
548124,Cl.Clc1cccc(Cl)c1NC2=NCCN2,,8.1,CATAPRES,Charged,548124,,,8.16,,,-0.06,3.0,0.0,True
548594,Cl.C(C1=NCCN1)c2cccc3ccccc23,,10.27,ALBALON,Charged,548594,,,10.19,,,0.08,2.0,0.0,True
548913,Cl.CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,13.85,7.76,IMODIUM,Neutral,548913,,,9.41,,,-1.65,2.0,2.0,True
549367,Cl.Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3,,9.68,PAROXETINE HYDROCHLORIDE,Charged,549367,,,9.77,,,-0.09,1.0,3.0,True
549372,Cl.CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13,,9.47,SERTRALINE HYDROCHLORIDE,Charged,549372,,,9.85,,,-0.38,1.0,0.0,True
549674,Cl.CC(N)C12CC3CC(CC(C3)C1)C2,,10.76,FLUMADINE,Charged,549674,,,10.14,,,0.62,1.0,0.0,True
549698,Cl.CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,,7.66,STELAZINE,Neutral,549698,,,8.39,,,-0.73,3.0,0.0,True
550053,Cl.CC(C)NCC(O)c1ccc(O)c(O)c1,,,AEROLONE,Neutral,550053,,,8.96,,,,1.0,3.0,True
550155,Cl.Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,,,GEODON,Neutral,550155,,,7.09,,,,4.0,1.0,True
550303,Cl.CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,,9.41,CHLORPROMAZINE HYDROCHLORIDE,Charged,550303,,,9.2,,,0.21,2.0,0.0,True
550657,Cl.CNC1(CCCCC1=O)c2ccccc2Cl,,,KETALAR,Neutral,550657,,,7.45,,,,1.0,1.0,True
550857,Cl.CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,,,ACTOPLUS MET,Neutral,550857,6.66,,,,,,2.0,3.0,True
550917,Cl.CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1,,,CYPROHEPTADINE HYDROCHLORIDE,Neutral,550917,,,8.05,,,,1.0,0.0,True
551003,Cl.Clc1ccccc1CN2CCc3sccc3C2,,7.1,TICLID,Neutral,551003,,,7.31,,,-0.21,1.0,0.0,True
551147,Cl.Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,9.16,6.71,BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE DIHYDRATE,Neutral,551147,,,7.84,,,-1.13,1.0,4.0,True
551224,Cl.CN(C)CCC=C/1c2ccccc2COc3ccc(CC(=O)O)cc13,4.29,9.19,PATADAY,Charged,551224,3.78,,9.76,,0.51,-0.57,1.0,3.0,True
551486,Cl.O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]4CN5CCC4CC5,,9.77,ALOXI,Charged,551486,,,7.97,,,1.8,2.0,1.0,True
552883,Cl.COC(=O)C(C1CCCCN1)c2ccccc2,,9.51,CONCERTA,Charged,552883,,,9.09,,,0.42,1.0,2.0,True
553490,Cl.COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,,8.06,ALFUZOSIN HYDROCHLORIDE,Charged,553490,,,7.3,,,0.76,5.0,4.0,True
554127,[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3,11.19,,CANTIL,Neutral,554127,,,,,,,1.0,3.0,True
